pdf_path,pdf_filename,pdf_sha256,pdf_size_bytes,page_count,pdfinfo_title,doi_candidates,title_candidates
preprocessed_intake/corpus_prior_art_paper-pdf/11_polarisation_optics_biomedical_review_2021.pdf,11_polarisation_optics_biomedical_review_2021.pdf,1c21dc75e255be61bd0ed0a01784037c9cae6af1fe38aa00f456f548e8f15207,17377052,51,Microsoft Word - Polarisation optics for biomedical and clinical applications a review.docx,,"Microsoft Word - Polarisation optics for biomedical and clinical applications a review.docx || Polarisation optics for biomedical and clinical applications: a review || Chao He1,*, Honghui He2,3,*, Jintao Chang2,4, Binguo Chen2,5, Hui Ma2,3,4 and Martin J. Booth1,* || Department of Engineering Science, University of Oxford, Parks Road, Oxford, OX1 3PJ, UK || Guangdong Engineering Center of Polarisation Imaging and Sensing Technology, Tsinghua Shenzhen International Graduate || School, Tsinghua University, Shenzhen 518055, China || Institute of Biopharmaceutical and Health Engineering, Tsinghua Shenzhen International Graduate School, Tsinghua University, || Shenzhen 518055, China || Department of Physics, Tsinghua University, Beijing 100084, China || Department of Biomedical Engineering, Tsinghua University, Beijing 100084, China || Corresponding authors: chao.he@eng.ox.ac.uk; he.honghui@sz.tsinghua.edu.cn; martin.booth@eng.ox.ac.uk || Many polarisation techniques have been harnessed for decades in biological and clinical research, each based"
preprocessed_intake/corpus_prior_art_paper-pdf/12_skin_biophysical_model_2022.pdf,12_skin_biophysical_model_2022.pdf,f35f4f74163219b27f4daf177d2857ac6ea08f27c3e318344b9733a1b9187e64,37662312,17,,,"Estimation of Spectral Biophysical Skin Properties || from Captured RGB Albedo || C. Aliaga1 C. Hery1 M.Xia1,2 || Meta Reality Labs Research Cornell University2 || arXiv:2201.10695v1 [cs.CV] 26 Jan 2022 || Figure 1: Our model takes RGB albedo captures as input, and reconstructs a set of biophysical properties of human skin. On the left, an || example of a captured albedo vs the reconstruction of our model (top) using the estimated skin properties, of which melanin and hemoglobin || are shown in the bottom. On the right, renderings using albedos modified through edits of some of the estimated parameters, under two || different lighting setups (top and bottom rows). || We present a new method to reconstruct and manipulate the spectral properties of human skin from simple RGB albedo captures. || To this end, we leverage Monte Carlo light simulation over an accurate biophysical human skin layering model parameterized || by its most important components, thereby covering a plausible range of colors. The practical complexity of the model allows"
preprocessed_intake/corpus_prior_art_paper-pdf/13_computational_spectral_reconstruction_survey_2021.pdf,13_computational_spectral_reconstruction_survey_2021.pdf,ce43da28be65de5ca50c6d4cc8c240431d0313e786012cf6f4e43181c53c46fb,2021243,17,A survey on computational spectral reconstruction methods from RGB to hyperspectral imaging,10.1038/s41598-022-16223-1,"A survey on computational spectral reconstruction methods from RGB to hyperspectral imaging || OPEN A survey on computational spectral || reconstruction methods from RGB || to hyperspectral imaging || Jingang Zhang1,7, Runmu Su1,2,7, Qiang Fu3, Wenqi Ren4, Felix Heide5 & Yunfeng Nie6* || Hyperspectral imaging enables many versatile applications for its competence in capturing abundant || spatial and spectral information, which is crucial for identifying substances. However, the devices || for acquiring hyperspectral images are typically expensive and very complicated, hindering the || promotion of their application in consumer electronics, such as daily food inspection and point-of- || care medical screening, etc. Recently, many computational spectral imaging methods have been || proposed by directly reconstructing the hyperspectral information from widely available RGB images. || These reconstruction methods can exclude the usage of burdensome spectral camera hardware while"
preprocessed_intake/corpus_prior_art_paper-pdf/14_nist_human_skin_reflectance_2017.pdf,14_nist_human_skin_reflectance_2017.pdf,2e91ad83098bea20b454faac1607b8e581a4a1a936f4d5b331dcd9bae3eed5e5,339138,5,Reference Data Set of Human Skin Reflectance,10.18434/m38597|10.6028/jres.122.026,"Reference Data Set of Human Skin Reflectance || Volume 122 (2017) https://doi.org/10.6028/jres.122.026 || Journal of Research of the National Institute of Standards and Technology || Reference Data Set of Human Skin || Catherine C. Cooksey, David W. Allen, and Benjamin K. Tsai || National Institute of Standards and Technology, || Gaithersburg, MD 20899, USA || catherine.cooksey@nist.gov || benjamin.tsai@nist.gov || Data DOI: https://doi.org/10.18434/M38597 || Key words: hyperspectral; medical; reflectance; remote sensing; skin; spectral; tissue. || This data set contains 100 reference reflectance spectra of human skin, spanning the wavelength region"
preprocessed_intake/corpus_prior_art_paper-pdf/15_hyperspectral_imaging_database_human_facial_skin_2025.pdf,15_hyperspectral_imaging_database_human_facial_skin_2025.pdf,b598e69d89248e4dd6821186269a1d5491eb3d40597244fe03fcad8ed207c13a,19510058,17,15_hyperspacial_image_database_of_human_faciial_color.pdf,,15_hyperspacial_image_database_of_human_faciial_color.pdf
preprocessed_intake/corpus_prior_art_paper-pdf/16_estimating_skin_tone_dermatology_2019.pdf,16_estimating_skin_tone_dermatology_2019.pdf,a9087a43f914b7d82a05c94f75f52d0b22b0e8957cc6cbe736b6e72e4d1da5ae,2546247,11,,,"Estimating Skin Tone and Effects on Classification || Performance in Dermatology Datasets || Newton M. Kinyanjui,1,4 Timothy Odonga,1,4 Celia Cintas,1 Noel C. F. Codella,2 || Rameswar Panda,3 Prasanna Sattigeri,2 and Kush R. Varshney1,2 || IBM Research, 1 Nairobi, Kenya, 2 Yorktown Heights, NY, USA, 3 Cambridge, MA, USA || arXiv:1910.13268v1 [cs.CV] 29 Oct 2019 || Carnegie Mellon University Africa, Kigali, Rwanda || Recent advances in computer vision and deep learning have led to breakthroughs || in the development of automated skin image analysis. In particular, skin cancer || classification models have achieved performance higher than trained expert der- || matologists. However, no attempt has been made to evaluate the consistency in || performance of machine learning models across populations with varying skin"
preprocessed_intake/corpus_prior_art_paper-pdf/17_eigenspectra_optoacoustic_2015.pdf,17_eigenspectra_optoacoustic_2015.pdf,f2291b20d3cc4cf49ac27cbda0d2cb5f864bc50e9996a9f3f1d2f1eade20695f,2580318,19,,," || Eigenspectra optoacoustic tomography achieves || quantitative blood oxygenation imaging deep in tissues || Stratis Tzoumas1,3†, Antonio Nunes1,† , Ivan Olefir1, Stefan Stangl2, Panagiotis Symvoulidis1,3, Sarah Glasl1,3, || Christine Bayer2, Gabriele Multhoff2,4, Vasilis Ntziachristos1,3* || Institute for Biological and Medical Imaging (IBMI), Helmholtz Zentrum München, Neuherberg, Germany || Department of Radiation Oncology, Klinikum rechts der Isar, Technische Universität München, München, Germany || Chair for Biological Imaging, Technische Universität München. München, Germany || CCG – Innate immunity in Tumor Biology, Helmholtz Zentrum München, Neuherberg, Germany || Light propagating in tissue attains a spectrum that varies with dynamic imaging capabilities. Electron paramagnetic || location due to wavelength-dependent fluence attenuation by resonance imaging3 can measure tissue pO2 but is not widely || tissue optical properties, an effect that causes spectral corruption. used due to limitations in spatial and temporal resolution."
preprocessed_intake/corpus_prior_art_paper-pdf/18_physical_plausible_spectral_reconstruction_2020.pdf,18_physical_plausible_spectral_reconstruction_2020.pdf,7559d8e739fb48a367beb2084f3e412cfc747bd83e231744372021082c07d25a,5533324,17,,,"NTIRE 2020 Challenge on Spectral Reconstruction from an RGB Image || Boaz Arad Radu Timofte Ohad Ben-Shahar Yi-Tun Lin Graham Finlayson || Shai Givati Jiaojiao Li Chaoxiong Wu Rui Song Yunsong Li Fei Liu || Zhiqiang Lang Wei Wei Lei Zhang Jiangtao Nie Yuzhi Zhao Lai-Man Po || Qiong Yan Wei Liu Tingyu Lin Youngjung Kim Changyeop Shin || Kyeongha Rho Sungho Kim Zhiyu ZHU Junhui HOU He Sun Jinchang Ren || arXiv:2005.03412v1 [eess.IV] 7 May 2020 || Zhenyu Fang Yijun Yan Hao Peng Xiaomei Chen Jie Zhao Tarek Stiebel || Simon Koppers Dorit Merhof Honey Gupta Kaushik Mitra Biebele Joslyn Fubara || Mohamed Sedky Dave Dyke Atmadeep Banerjee Akash Palrecha Sabarinathan || K Uma D Synthiya Vinothini B Sathya Bama S M Md Mansoor Roomi || tral bands [14]. However, the rich, spectral, information"
preprocessed_intake/corpus_prior_art_paper-pdf/19_Arad_NTIRE_2022_Spectral_Recovery_Challenge_and_Data_Set_CVPRW_2022_paper.pdf,19_Arad_NTIRE_2022_Spectral_Recovery_Challenge_and_Data_Set_CVPRW_2022_paper.pdf,7b55f81d8d4b4111288157b8850fe177412c614fa03cafff70827d847c7f07a4,2959406,19,NTIRE 2022 Spectral Recovery Challenge and Data Set,,NTIRE 2022 Spectral Recovery Challenge and Data Set || Boaz Arad Radu Timofte Rony Yahel Nimrod Morag Amir Bernat || Yuanhao Cai Jing Lin Zudi Lin Haoqian Wang Yulun Zhang Hanspeter Pfister || Luc Van Gool Shuai Liu Yongqiang Li Chaoyu Feng Lei Lei Jiaojiao Li || Songcheng Du Chaoxiong Wu Yihong Leng Rui Song Mingwei Zhang || Chongxing Song Shuyi Zhao Zhiqiang Lang Wei Wei Lei Zhang Renwei Dian || Tianci Shan Anjing Guo Chengguo Feng Jinyang Liu Mirko Agarla || Simone Bianco Marco Buzzelli Luigi Celona Raimondo Schettini Jiang He || Yi Xiao Jiajun Xiao Qiangqiang Yuan Jie Li Liangpei Zhang Taesung Kwon || Dohoon Ryu Hyokyoung Bae Hao-Hsiang Yang Hua-En Chang Zhi-Kai Huang || Wei-Ting Chen Sy-Yen Kuo Junyu Chen Haiwei Li Song Liu Sabarinathan
preprocessed_intake/corpus_prior_art_paper-pdf/20_CHROMA-FIT_Dataset_Characterizing_Human_Ranges_of_Melanin_for_Increased_WACVW_2024_paper.pdf,20_CHROMA-FIT_Dataset_Characterizing_Human_Ranges_of_Melanin_for_Increased_WACVW_2024_paper.pdf,b491a81a436373f8f8de62f44d06c69d0720eaeec383abaee6116a777ea436c3,7709621,9,The CHROMA-FIT Dataset: Characterizing Human Ranges of Melanin for Increased Tone-Awareness,,"The CHROMA-FIT Dataset: Characterizing Human Ranges of Melanin for Increased Tone-Awareness || This WACV workshop paper is the Open Access version, provided by the Computer Vision Foundation. || Except for this watermark, it is identical to the accepted version; || the final published version of the proceedings is available on IEEE Xplore. || The CHROMA-FIT Dataset: || Characterizing Human Ranges of Melanin || For Increased Tone-awareness || Gabriella Pangelinan, Xavier Merino, Samuel Langborgh, Kushal Vangara, || Joyce Annan, Audison Beaubrun, Troy Weekes, Michael C. King || Florida Institute of Technology || {gpangelinan, slangborgh2021, kvangara2015, jannan2021, abeaubrun2013}@my.fit.edu || {xmerino2012, tweekes, michaelking}@fit.edu"
preprocessed_intake/corpus_prior_art_paper-pdf/21_evaluating_skintone_s41746-025-02245-2.pdf,21_evaluating_skintone_s41746-025-02245-2.pdf,78068ca871bf08f54c56f3a79a8ae58626b70309971152456daaeb68efb7d7a1,1539429,10,Evaluating skin tone scales for dermatologic dataset labeling: a prospective-comparative study,10.1038/s41746-025-02245-2,"Evaluating skin tone scales for dermatologic dataset labeling: a prospective-comparative study || npj | digital medicine Article || Evaluating skin tone scales for || dermatologic dataset labeling: a || prospective-comparative study || Vanessa R. Weir , Yingjoy Li , Maura C. Gillis , Nicholas R. Kurtansky , Trina Salvador , || Allan C. Halpern1, Kelly C. Nelson3, Jenna C. Lester4 & Veronica Rotemberg1 || Skin tone affects artiﬁcial intelligence (AI) performance in dermatology. While labeling datasets for skin || tone could improve algorithm generalizability for detecting dermatologic malignancies, large-scale || validation of skin tone assessments is lacking. This prospective observational study assessed || reliability of subjective tools (Fitzpatrick Skin Type [FST], Monk Skin Tone [MST], Pantone SkinTone || Guide) and an objective colorimeter for in-person and photography-based settings to evaluate utility"
preprocessed_intake/corpus_prior_art_paper-pdf/22_skin_tone_wild.pdf,22_skin_tone_wild.pdf,1f911f4a200666efd31cd3d3065bc833f94810462110e43f54fa3161203f4e16,7071234,12,Large-Scale Dataset and Benchmark for Skin Tone Classification in the Wild,,"Large-Scale Dataset and Benchmark for Skin Tone Classification in the Wild || Large-Scale Dataset and Benchmark for Skin Tone Classification in || Vitor Pereira Matias, Márcus Vinı́cius Lobo Costa, João Batista Neto, and Tiago Novello || Instituto de Ciências Matemáticas e de Computação (ICMC), Universidade de São Paulo || (USP), São Carlos, São Paulo, Brazil & Instituto de Matemática Pura e Aplica, Rio de || arXiv:2603.02475v1 [cs.CV] 2 Mar 2026 || Deep learning models often inherit biases from their training data. While fairness across gender and ethnicity || is well-studied, fine-grained skin tone analysis remains a challenge due to the lack of granular, annotated || datasets. Existing methods often rely on the medical 6-tone Fitzpatrick scale, which lacks visual representa- || tiveness, or use small, private datasets that prevent reproducibility, or often rely on classic computer vision || pipelines, with a few using deep learning. They overlook issues like train-test leakage and dataset imbal- || ance, and are limited by small or unavailable datasets. In this work, we present a comprehensive framework"
preprocessed_intake/corpus_prior_art_paper-pdf/23_Enhanced_fairness_ML-1-10-20241127.pdf,23_Enhanced_fairness_ML-1-10-20241127.pdf,f033c287726f82f0bbfc7731bb81c7bb57a09de49938a833a54aec629930e94d,4942468,6,,,"Enhancing Fairness in Machine Learning: || Skin Tone Classification Using the || Monk Skin Tone Scale || Vitor Pereira Matias and João Batista Neto || Institute of Mathematics and Computer Science || University of São Paulo || São Carlos, SP, Brazil || Email: vitorpmatias@usp.br, jbatista@usp.br || poorly curated datasets are a pressing issue, especially in fields Monk Skin Tone (MST) [8] which is the one that we adopt || related to skin tone recognition in which imbalanced datasets lead in our work. As opposed to the 6-tone FST scale, the MST || to biased results. Developing a skin tone classification algorithm || helps identify such imbalances. Existing methods range from scale suggests 10 distinct skin tones, which makes it more"
preprocessed_intake/corpus_prior_art_paper-pdf/25_metamer_mismatch_Forsythe_2025_J._Phys.__Conf._Ser._3128_012011.pdf,25_metamer_mismatch_Forsythe_2025_J._Phys.__Conf._Ser._3128_012011.pdf,cde544ab9374eaafaecb5b7310888e61ebfe3930c26433f789bdbef52dd15760,560501,10,,10.1088/1742-6596/3128/1/012011,"PAPER • OPEN ACCESS You may also like || - Charamer mismatch-based spectral gamut || Metamer Mismatch Bodies: Foundations, mapping || Methods, and Applications in Color Science - Phase coordination and phase–velocity || relationship in metameric robot locomotion || Hongbin Fang, Suyi Li, K W Wang et al. || To cite this article: Alexander Forsythe and Brian Funt 2025 J. Phys.: Conf. Ser. 3128 012011 || - Tuning light to make fruit look natural: || Memory colours, metamers and || illumination modulation || Yesesvi Somayaji Konakanchi and Anya || View the article online for updates and enhancements."
preprocessed_intake/corpus_prior_art_paper-pdf/28_JOSAA_MetSetRefRec_MorovicFinlayson_2006.pdf,28_JOSAA_MetSetRefRec_MorovicFinlayson_2006.pdf,09826a5b4a282783bbf8f42951c662ea4c8d6dab0bc4188facbe29f35a30e15f,131933,9,,,"1814 J. Opt. Soc. Am. A / Vol. 23, No. 8 / August 2006 P. Morovič and G. D. Finlayson || Metamer-set-based approach to estimating surface || reflectance from camera RGB || Peter Morovi~ and Graham D. Finlayson || University of East Anglia, School of Computing Sciences, Norwich, NR4 7TJ, England || We present an approach to estimating the reflectance of a surface given its camera response. In this approach || we first solve the general form of this problem: We calculate the set of all possible surface reflectances, called || the metamer set, and then choose a member from this set. Three possibilities in choosing a single reflectance || are described here. First, we assume that all reflectances are equally likely and minimize worst-case error. || Second, we adopt the assumption that reflectances follow a normal probability distribution and maximize this || probability. Finally, we assume that reflectances are smooth and maximize this property. The results of our || experiments show that there is significant benefit from the proposed approach in terms of the accuracy of the"
preprocessed_intake/corpus_prior_art_paper-pdf/31_reconstruction-of-biological-colors.pdf,31_reconstruction-of-biological-colors.pdf,0220840ab0254a0494c7177760baec8089d0cf52c13e7d7564769b9d1e6dda6d,5902606,31,Differentiating Biological Colours with Few and Many Sensors: Spectral Reconstruction with RGB and Hyperspectral Cameras,10.1371/journal.pone.0125817|10.7910/dvn/29370,"Differentiating Biological Colours with Few and Many Sensors: Spectral Reconstruction with RGB and Hyperspectral Cameras || Differentiating Biological Colours with Few || and Many Sensors: Spectral Reconstruction || with RGB and Hyperspectral Cameras || Jair E. Garcia1*, Madeline B. Girard2, Michael Kasumovic3, Phred Petersen1, Philip || A. Wilksch4, Adrian G. Dyer1 || 1 School of Media and Communication, RMIT University, Melbourne, Victoria, Australia, 2 Department of || Environmental Science, Policy and Management, University of California, Berkeley, California, USA, || 3 Ecology & Evolution Research Centre, University of New South Wales, Sydney, New South Wales, || a11111 Australia, 4 School of Applied Sciences, RMIT University, Melbourne, Victoria, Australia || * jair.garcia@rmit.edu.au || Citation: Garcia JE, Girard MB, Kasumovic M,"
preprocessed_intake/corpus_prior_art_paper-pdf/33_phhyysiically_plausible_spectral_reconstruction.pdf,33_phhyysiically_plausible_spectral_reconstruction.pdf,95678686496b98bf9da738834cef81f87997127f4e139e9308f44e84ec72b2ad,13180086,25,Physically Plausible Spectral Reconstruction,10.3390/s20216399,"Physically Plausible Spectral Reconstruction || Physically Plausible Spectral Reconstruction † || Yi-Tun Lin * and Graham D. Finlayson || School of Computing Sciences, University of East Anglia, Norwich NR4 7TJ, UK; G.Finlayson@uea.ac.uk || * Correspondence: Yi-Tun.Lin@uea.ac.uk || † This paper is an extension version of the conference paper: Lin, Y.T.; Finlayson, G.D. Physically Plausible || Spectral Reconstruction from RGB Images. In Proceedings of the IEEE/CVF Conference on Computer Vision || and Pattern Recognition Workshops, Seattle, WA, USA, 14–19 June 2020. || with the very best algorithms using deep learning—can already solve this problem with good spectral || accuracy. However, the recovered spectra are physically incorrect in that they do not induce the RGBs || from which they are recovered. Moreover, if the exposure of the RGB image changes then the recovery || performance often degrades significantly—i.e., most contemporary methods only work for a fixed"
