claim_id,claim_rank,canonical_key,title,year,doi,pmid,arxiv,url,domains_json,domain_count,best_domain_rank,maximum_domain_score,scientific_review_priority,screen_decision,review_status,unique_review_order,claim_count,claims_json
TC-NOV-001,4,doi:10.1007/s10043-015-0177-3,Evaluation of light scattering properties and chromophore concentrations in skin tissue based on diffuse reflectance signals at isosbestic wavelengths of hemoglobin,2016.0,10.1007/s10043-015-0177-3,,,https://doi.org/10.1007/s10043-015-0177-3,"[""melanin_hemoglobin_and_scattering_identifiability"",""skin_reflectance_inverse_models"",""skin_tissue_optical_forward_models""]",3,3,16.10206,113.53745333333332,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,4,3,"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]"
TC-NOV-002,8,doi:10.1007/s10043-015-0177-3,Evaluation of light scattering properties and chromophore concentrations in skin tissue based on diffuse reflectance signals at isosbestic wavelengths of hemoglobin,2016.0,10.1007/s10043-015-0177-3,,,https://doi.org/10.1007/s10043-015-0177-3,"[""melanin_hemoglobin_and_scattering_identifiability"",""skin_reflectance_inverse_models"",""skin_tissue_optical_forward_models""]",3,3,16.10206,113.53745333333332,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,4,3,"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]"
TC-NOV-005,6,doi:10.1007/s10043-015-0177-3,Evaluation of light scattering properties and chromophore concentrations in skin tissue based on diffuse reflectance signals at isosbestic wavelengths of hemoglobin,2016.0,10.1007/s10043-015-0177-3,,,https://doi.org/10.1007/s10043-015-0177-3,"[""melanin_hemoglobin_and_scattering_identifiability"",""skin_reflectance_inverse_models"",""skin_tissue_optical_forward_models""]",3,3,16.10206,113.53745333333332,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,4,3,"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]"
TC-NOV-001,5,doi:10.1007/s10043-010-0040-5,Monte Carlo simulation of spectral reflectance using a multilayered skin tissue model,2010.0,10.1007/s10043-010-0040-5,,,https://doi.org/10.1007/s10043-010-0040-5,"[""skin_tissue_optical_forward_models""]",1,2,17.429419,110.858838,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,5,3,"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]"
TC-NOV-002,9,doi:10.1007/s10043-010-0040-5,Monte Carlo simulation of spectral reflectance using a multilayered skin tissue model,2010.0,10.1007/s10043-010-0040-5,,,https://doi.org/10.1007/s10043-010-0040-5,"[""skin_tissue_optical_forward_models""]",1,2,17.429419,110.858838,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,5,3,"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]"
TC-NOV-005,7,doi:10.1007/s10043-010-0040-5,Monte Carlo simulation of spectral reflectance using a multilayered skin tissue model,2010.0,10.1007/s10043-010-0040-5,,,https://doi.org/10.1007/s10043-010-0040-5,"[""skin_tissue_optical_forward_models""]",1,2,17.429419,110.858838,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,5,3,"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]"
TC-NOV-001,6,doi:10.1117/1.jbo.29.9.093507,"Hyperspectral imaging with deep learning for quantification of tissue hemoglobin, melanin, and scattering",2024.0,10.1117/1.jbo.29.9.093507,,,https://doi.org/10.1117/1.jbo.29.9.093507,"[""melanin_hemoglobin_and_scattering_identifiability""]",1,2,13.454243,102.908486,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,6,3,"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]"
TC-NOV-002,12,doi:10.1117/1.jbo.29.9.093507,"Hyperspectral imaging with deep learning for quantification of tissue hemoglobin, melanin, and scattering",2024.0,10.1117/1.jbo.29.9.093507,,,https://doi.org/10.1117/1.jbo.29.9.093507,"[""melanin_hemoglobin_and_scattering_identifiability""]",1,2,13.454243,102.908486,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,6,3,"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]"
TC-NOV-005,8,doi:10.1117/1.jbo.29.9.093507,"Hyperspectral imaging with deep learning for quantification of tissue hemoglobin, melanin, and scattering",2024.0,10.1117/1.jbo.29.9.093507,,,https://doi.org/10.1117/1.jbo.29.9.093507,"[""melanin_hemoglobin_and_scattering_identifiability""]",1,2,13.454243,102.908486,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,6,3,"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]"
TC-NOV-001,7,doi:10.1117/1.jbo.28.10.107001,"Measuring and imaging of transcutaneous bilirubin, hemoglobin, and melanin based on diffuse reflectance spectroscopy",2023.0,10.1117/1.jbo.28.10.107001,37915398.0,,https://doi.org/10.1117/1.jbo.28.10.107001,"[""skin_reflectance_inverse_models"",""skin_tissue_optical_forward_models""]",2,4,15.579181,93.158362,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,7,3,"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]"
TC-NOV-002,15,doi:10.1117/1.jbo.28.10.107001,"Measuring and imaging of transcutaneous bilirubin, hemoglobin, and melanin based on diffuse reflectance spectroscopy",2023.0,10.1117/1.jbo.28.10.107001,37915398.0,,https://doi.org/10.1117/1.jbo.28.10.107001,"[""skin_reflectance_inverse_models"",""skin_tissue_optical_forward_models""]",2,4,15.579181,93.158362,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,7,3,"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]"
TC-NOV-005,11,doi:10.1117/1.jbo.28.10.107001,"Measuring and imaging of transcutaneous bilirubin, hemoglobin, and melanin based on diffuse reflectance spectroscopy",2023.0,10.1117/1.jbo.28.10.107001,37915398.0,,https://doi.org/10.1117/1.jbo.28.10.107001,"[""skin_reflectance_inverse_models"",""skin_tissue_optical_forward_models""]",2,4,15.579181,93.158362,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,7,3,"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]"
TC-NOV-001,10,doi:10.1016/j.visres.2022.108048,Effect of skin colors due to hemoglobin or melanin modulation on facial expression recognition,2022.0,10.1016/j.visres.2022.108048,,,https://doi.org/10.1016/j.visres.2022.108048,"[""fisher_information_and_cramer_rao_skin_imaging"",""melanin_hemoglobin_and_scattering_identifiability"",""multispectral_band_selection_and_measurement_design""]",3,7,11.255273,89.79626028571428,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,8,3,"[""TC-NOV-001"",""TC-NOV-003"",""TC-NOV-005""]"
TC-NOV-003,11,doi:10.1016/j.visres.2022.108048,Effect of skin colors due to hemoglobin or melanin modulation on facial expression recognition,2022.0,10.1016/j.visres.2022.108048,,,https://doi.org/10.1016/j.visres.2022.108048,"[""fisher_information_and_cramer_rao_skin_imaging"",""melanin_hemoglobin_and_scattering_identifiability"",""multispectral_band_selection_and_measurement_design""]",3,7,11.255273,89.79626028571428,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,8,3,"[""TC-NOV-001"",""TC-NOV-003"",""TC-NOV-005""]"
TC-NOV-005,13,doi:10.1016/j.visres.2022.108048,Effect of skin colors due to hemoglobin or melanin modulation on facial expression recognition,2022.0,10.1016/j.visres.2022.108048,,,https://doi.org/10.1016/j.visres.2022.108048,"[""fisher_information_and_cramer_rao_skin_imaging"",""melanin_hemoglobin_and_scattering_identifiability"",""multispectral_band_selection_and_measurement_design""]",3,7,11.255273,89.79626028571428,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,8,3,"[""TC-NOV-001"",""TC-NOV-003"",""TC-NOV-005""]"
TC-NOV-002,2,doi:10.1364/oe.425401,Optimized light source spectral power distribution for RGB camera based spectral reflectance recovery,2021.0,10.1364/oe.425401,,,https://doi.org/10.1364/oe.425401,"[""camera_metamerism_and_spectral_reconstruction"",""camera_spectral_sensitivity_and_observation_operators""]",2,1,12.041393,156.082786,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,9,2,"[""TC-NOV-002"",""TC-NOV-003""]"
TC-NOV-003,1,doi:10.1364/oe.425401,Optimized light source spectral power distribution for RGB camera based spectral reflectance recovery,2021.0,10.1364/oe.425401,,,https://doi.org/10.1364/oe.425401,"[""camera_metamerism_and_spectral_reconstruction"",""camera_spectral_sensitivity_and_observation_operators""]",2,1,12.041393,156.082786,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,9,2,"[""TC-NOV-002"",""TC-NOV-003""]"
TC-NOV-004,1,doi:10.1038/s41597-025-04382-5,Investigating the Quality of DermaMNIST and Fitzpatrick17k Dermatological Image Datasets.,2025.0,10.1038/s41597-025-04382-5,39893183.0,,https://europepmc.org/article/MED/39893183,"[""dermatology_dataset_duplicates_labels_and_quality""]",1,1,14.345098,149.690196,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,10,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-006,1,doi:10.1038/s41597-025-04382-5,Investigating the Quality of DermaMNIST and Fitzpatrick17k Dermatological Image Datasets.,2025.0,10.1038/s41597-025-04382-5,39893183.0,,https://europepmc.org/article/MED/39893183,"[""dermatology_dataset_duplicates_labels_and_quality""]",1,1,14.345098,149.690196,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,10,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-002,3,doi:10.1111/jdv.17076,"Hyperspectral measurement of skin reflectance detects differences in the visible and near‐infrared regions according to race, gender and body site",2021.0,10.1111/jdv.17076,,,https://doi.org/10.1111/jdv.17076,"[""spectral_reflectance_geometry_and_dimension""]",1,1,16.041393,153.082786,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,11,2,"[""TC-NOV-002"",""TC-NOV-005""]"
TC-NOV-005,2,doi:10.1111/jdv.17076,"Hyperspectral measurement of skin reflectance detects differences in the visible and near‐infrared regions according to race, gender and body site",2021.0,10.1111/jdv.17076,,,https://doi.org/10.1111/jdv.17076,"[""spectral_reflectance_geometry_and_dimension""]",1,1,16.041393,153.082786,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,11,2,"[""TC-NOV-002"",""TC-NOV-005""]"
TC-NOV-002,4,doi:10.1109/cvprw50498.2020.00239,Adaptive Weighted Attention Network with Camera Spectral Sensitivity Prior for Spectral Reconstruction from RGB Images,2020.0,10.1109/cvprw50498.2020.00239,,,https://doi.org/10.1109/cvprw50498.2020.00239,"[""camera_metamerism_and_spectral_reconstruction""]",1,1,14.757679,150.515358,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,12,2,"[""TC-NOV-002"",""TC-NOV-003""]"
TC-NOV-003,2,doi:10.1109/cvprw50498.2020.00239,Adaptive Weighted Attention Network with Camera Spectral Sensitivity Prior for Spectral Reconstruction from RGB Images,2020.0,10.1109/cvprw50498.2020.00239,,,https://doi.org/10.1109/cvprw50498.2020.00239,"[""camera_metamerism_and_spectral_reconstruction""]",1,1,14.757679,150.515358,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,12,2,"[""TC-NOV-002"",""TC-NOV-003""]"
TC-NOV-004,2,doi:10.1093/ced/llaf126,Representations of skin tone and sex in dermatology by generative artificial intelligence: a comparative study,2025.0,10.1093/ced/llaf126,,,https://doi.org/10.1093/ced/llaf126,"[""dermatology_ai_fairness_and_skin_tone""]",1,1,13.977121,148.954242,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,13,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-006,2,doi:10.1093/ced/llaf126,Representations of skin tone and sex in dermatology by generative artificial intelligence: a comparative study,2025.0,10.1093/ced/llaf126,,,https://doi.org/10.1093/ced/llaf126,"[""dermatology_ai_fairness_and_skin_tone""]",1,1,13.977121,148.954242,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,13,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-002,5,doi:10.1117/12.3098393,Optimal wavelength selection for laparoscopic multispectral imaging to visualize tissue oxygenation,2025.0,10.1117/12.3098393,,,https://doi.org/10.1117/12.3098393,"[""multispectral_band_selection_and_measurement_design""]",1,1,12.5,146.0,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,14,2,"[""TC-NOV-002"",""TC-NOV-003""]"
TC-NOV-003,3,doi:10.1117/12.3098393,Optimal wavelength selection for laparoscopic multispectral imaging to visualize tissue oxygenation,2025.0,10.1117/12.3098393,,,https://doi.org/10.1117/12.3098393,"[""multispectral_band_selection_and_measurement_design""]",1,1,12.5,146.0,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,14,2,"[""TC-NOV-002"",""TC-NOV-003""]"
TC-NOV-003,4,doi:10.2352/issn.2470-1173.2016.13.iqsp-219,Effect of Capture Illumination on Preferred White Point for Camera Automatic White Balance,2016.0,10.2352/issn.2470-1173.2016.13.iqsp-219,,,https://doi.org/10.2352/issn.2470-1173.2016.13.iqsp-219,"[""capture_variability_white_balance_and_illumination""]",1,1,11.80103,144.60206,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,15,2,"[""TC-NOV-003"",""TC-NOV-006""]"
TC-NOV-006,3,doi:10.2352/issn.2470-1173.2016.13.iqsp-219,Effect of Capture Illumination on Preferred White Point for Camera Automatic White Balance,2016.0,10.2352/issn.2470-1173.2016.13.iqsp-219,,,https://doi.org/10.2352/issn.2470-1173.2016.13.iqsp-219,"[""capture_variability_white_balance_and_illumination""]",1,1,11.80103,144.60206,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,15,2,"[""TC-NOV-003"",""TC-NOV-006""]"
TC-NOV-003,5,doi:10.3390/curroncol30030241,Validity of a Self-Assessment Skin Tone Palette Compared to a Colorimeter for Characterizing Skin Color for Skin Cancer Research.,2023.0,10.3390/curroncol30030241,36975454.0,,https://europepmc.org/article/MED/36975454,"[""skin_colorimetry_ita_and_color_measurement""]",1,1,11.778151,144.55630200000002,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,16,2,"[""TC-NOV-003"",""TC-NOV-005""]"
TC-NOV-005,3,doi:10.3390/curroncol30030241,Validity of a Self-Assessment Skin Tone Palette Compared to a Colorimeter for Characterizing Skin Color for Skin Cancer Research.,2023.0,10.3390/curroncol30030241,36975454.0,,https://europepmc.org/article/MED/36975454,"[""skin_colorimetry_ita_and_color_measurement""]",1,1,11.778151,144.55630200000002,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,16,2,"[""TC-NOV-003"",""TC-NOV-005""]"
TC-NOV-004,3,doi:10.3390/app15158321,Evaluating Skin Tone Fairness in Convolutional Neural Networks for the Classification of Diabetic Foot Ulcers,2025.0,10.3390/app15158321,,,https://doi.org/10.3390/app15158321,"[""dermatology_ai_fairness_and_skin_tone""]",1,2,13.977121,98.954242,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,17,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-006,4,doi:10.3390/app15158321,Evaluating Skin Tone Fairness in Convolutional Neural Networks for the Classification of Diabetic Foot Ulcers,2025.0,10.3390/app15158321,,,https://doi.org/10.3390/app15158321,"[""dermatology_ai_fairness_and_skin_tone""]",1,2,13.977121,98.954242,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,17,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-004,4,doi:10.2196/31697,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,2021.0,10.2196/31697,,,https://doi.org/10.2196/31697,"[""dermatology_ai_fairness_and_skin_tone""]",1,3,13.676091,81.68551533333334,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,18,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-006,5,doi:10.2196/31697,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,2021.0,10.2196/31697,,,https://doi.org/10.2196/31697,"[""dermatology_ai_fairness_and_skin_tone""]",1,3,13.676091,81.68551533333334,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,18,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-004,5,doi:10.35772/ghm.2026.01058,Artificial intelligence (AI)-assisted diagnosis of skin diseases: From image classification to dermatology-specific multimodal clinical reasoning.,2026.0,10.35772/ghm.2026.01058,42368306.0,,https://europepmc.org/article/MED/42368306,"[""dermatology_ai_fairness_and_skin_tone""]",1,4,13.5,73.0,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,19,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-006,8,doi:10.35772/ghm.2026.01058,Artificial intelligence (AI)-assisted diagnosis of skin diseases: From image classification to dermatology-specific multimodal clinical reasoning.,2026.0,10.35772/ghm.2026.01058,42368306.0,,https://europepmc.org/article/MED/42368306,"[""dermatology_ai_fairness_and_skin_tone""]",1,4,13.5,73.0,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,19,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-003,13,doi:10.3390/jimaging12050203,Characterization of RGB-Polarization Sensor-Based Cameras.,2026.0,10.3390/jimaging12050203,42188240.0,,https://europepmc.org/article/MED/42188240,"[""camera_spectral_sensitivity_and_observation_operators"",""capture_variability_white_balance_and_illumination""]",2,5,11.0,79.0,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,20,2,"[""TC-NOV-003"",""TC-NOV-006""]"
TC-NOV-006,6,doi:10.3390/jimaging12050203,Characterization of RGB-Polarization Sensor-Based Cameras.,2026.0,10.3390/jimaging12050203,42188240.0,,https://europepmc.org/article/MED/42188240,"[""camera_spectral_sensitivity_and_observation_operators"",""capture_variability_white_balance_and_illumination""]",2,5,11.0,79.0,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,20,2,"[""TC-NOV-003"",""TC-NOV-006""]"
TC-NOV-004,6,doi:10.1016/j.jaad.2022.06.115,32993 Association of pigment contrast on multispectral dermatoscopic imaging with pigmented lesion histopathologic diagnosis,2022.0,10.1016/j.jaad.2022.06.115,,,https://doi.org/10.1016/j.jaad.2022.06.115,"[""physics_informed_clinical_image_analysis""]",1,3,9.0,72.33333333333334,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,21,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-006,9,doi:10.1016/j.jaad.2022.06.115,32993 Association of pigment contrast on multispectral dermatoscopic imaging with pigmented lesion histopathologic diagnosis,2022.0,10.1016/j.jaad.2022.06.115,,,https://doi.org/10.1016/j.jaad.2022.06.115,"[""physics_informed_clinical_image_analysis""]",1,3,9.0,72.33333333333334,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,21,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-002,10,doi:10.1117/1.jbo.27.2.026004,Skin chromophore mapping by smartphone RGB camera under spectral band and spectral line illumination,2022.0,10.1117/1.jbo.27.2.026004,,,https://doi.org/10.1117/1.jbo.27.2.026004,"[""camera_metamerism_and_spectral_reconstruction"",""camera_spectral_sensitivity_and_observation_operators""]",2,2,13.541393,109.082786,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,22,2,"[""TC-NOV-002"",""TC-NOV-003""]"
TC-NOV-003,7,doi:10.1117/1.jbo.27.2.026004,Skin chromophore mapping by smartphone RGB camera under spectral band and spectral line illumination,2022.0,10.1117/1.jbo.27.2.026004,,,https://doi.org/10.1117/1.jbo.27.2.026004,"[""camera_metamerism_and_spectral_reconstruction"",""camera_spectral_sensitivity_and_observation_operators""]",2,2,13.541393,109.082786,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,22,2,"[""TC-NOV-002"",""TC-NOV-003""]"
TC-NOV-004,7,doi:10.1093/ced/llaf145,Comment on ‘Representations of skin tone and sex in dermatology by generative artificial intelligence: a comparative study’,2025.0,10.1093/ced/llaf145,,,https://doi.org/10.1093/ced/llaf145,"[""dermatology_ai_fairness_and_skin_tone""]",1,5,13.5,68.0,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,23,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-006,10,doi:10.1093/ced/llaf145,Comment on ‘Representations of skin tone and sex in dermatology by generative artificial intelligence: a comparative study’,2025.0,10.1093/ced/llaf145,,,https://doi.org/10.1093/ced/llaf145,"[""dermatology_ai_fairness_and_skin_tone""]",1,5,13.5,68.0,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,23,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-002,11,doi:10.3390/s22134923,Auxiliary Reference Samples for Extrapolating Spectral Reflectance from Camera RGB Signals,2022.0,10.3390/s22134923,,,https://doi.org/10.3390/s22134923,"[""camera_metamerism_and_spectral_reconstruction"",""camera_spectral_sensitivity_and_observation_operators""]",2,2,11.778151,105.556302,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,24,2,"[""TC-NOV-002"",""TC-NOV-003""]"
TC-NOV-003,8,doi:10.3390/s22134923,Auxiliary Reference Samples for Extrapolating Spectral Reflectance from Camera RGB Signals,2022.0,10.3390/s22134923,,,https://doi.org/10.3390/s22134923,"[""camera_metamerism_and_spectral_reconstruction"",""camera_spectral_sensitivity_and_observation_operators""]",2,2,11.778151,105.556302,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,24,2,"[""TC-NOV-002"",""TC-NOV-003""]"
