recovery_order,acquisition_order,unique_review_order,canonical_key,doi,title,current_state,route_order,route_source,route_class,url,host,content_type,version,license,is_oa,source_name
1,1,2,doi:10.1046/j.0022-202x.2001.01577.x,10.1046/j.0022-202x.2001.01577.x,"Skin Melanin, Hemoglobin, and Light Scattering Properties can be Quantitatively Assessed In Vivo Using Diffuse Reflectance Spectroscopy",ABSTRACT_OR_PREVIEW_ONLY,11,CROSSREF_LICENSE_2,LICENSE_RECORD,https://www.elsevier.com/open-access/userlicense/1.0/,www.elsevier.com,,,,,
1,1,2,doi:10.1046/j.0022-202x.2001.01577.x,10.1046/j.0022-202x.2001.01577.x,"Skin Melanin, Hemoglobin, and Light Scattering Properties can be Quantitatively Assessed In Vivo Using Diffuse Reflectance Spectroscopy",ABSTRACT_OR_PREVIEW_ONLY,12,CROSSREF_LICENSE_1,LICENSE_RECORD,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,,,,,
2,2,9,doi:10.1364/oe.425401,10.1364/oe.425401,Optimized light source spectral power distribution for RGB camera based spectral reflectance recovery,UNRESOLVED_NO_VALIDATED_SOURCE,1,CROSSREF_LINK_1,CONTENT_LINK,https://opg.optica.org/viewmedia.cfm?URI=oe-29-16-24695&seq=0,opg.optica.org,unspecified,vor,,,
2,2,9,doi:10.1364/oe.425401,10.1364/oe.425401,Optimized light source spectral power distribution for RGB camera based spectral reflectance recovery,UNRESOLVED_NO_VALIDATED_SOURCE,2,OPENALEX,BEST_OA_LANDING,https://doi.org/10.1364/oe.425401,doi.org,,publishedVersion,,True,
2,2,9,doi:10.1364/oe.425401,10.1364/oe.425401,Optimized light source spectral power distribution for RGB camera based spectral reflectance recovery,UNRESOLVED_NO_VALIDATED_SOURCE,3,OPENALEX_LOCATION_1,LOCATION_LANDING,https://doi.org/10.1364/oe.425401,doi.org,,publishedVersion,,True,Optics Express
2,2,9,doi:10.1364/oe.425401,10.1364/oe.425401,Optimized light source spectral power distribution for RGB camera based spectral reflectance recovery,UNRESOLVED_NO_VALIDATED_SOURCE,4,OPENALEX_LOCATION_3,LOCATION_LANDING,https://hdl.handle.net/11250/2826144,hdl.handle.net,,submittedVersion,other-oa,True,Duo Research Archive (University of Oslo)
2,2,9,doi:10.1364/oe.425401,10.1364/oe.425401,Optimized light source spectral power distribution for RGB camera based spectral reflectance recovery,UNRESOLVED_NO_VALIDATED_SOURCE,5,OPENALEX_LOCATION_2,LOCATION_LANDING,https://pubmed.ncbi.nlm.nih.gov/34614820,pubmed.ncbi.nlm.nih.gov,,publishedVersion,,False,PubMed
2,2,9,doi:10.1364/oe.425401,10.1364/oe.425401,Optimized light source spectral power distribution for RGB camera based spectral reflectance recovery,UNRESOLVED_NO_VALIDATED_SOURCE,6,CROSSREF,PUBLISHER_LANDING,https://doi.org/10.1364/oe.425401,doi.org,,,,,
2,2,9,doi:10.1364/oe.425401,10.1364/oe.425401,Optimized light source spectral power distribution for RGB camera based spectral reflectance recovery,UNRESOLVED_NO_VALIDATED_SOURCE,7,CANONICAL_QUEUE,SELECTED_SOURCE_URL,https://doi.org/10.1364/oe.425401,doi.org,,,,,
2,2,9,doi:10.1364/oe.425401,10.1364/oe.425401,Optimized light source spectral power distribution for RGB camera based spectral reflectance recovery,UNRESOLVED_NO_VALIDATED_SOURCE,8,CROSSREF_LICENSE_1,LICENSE_RECORD,https://doi.org/10.1364/OA_License_v1#VOR-OA,doi.org,,,,,
2,2,9,doi:10.1364/oe.425401,10.1364/oe.425401,Optimized light source spectral power distribution for RGB camera based spectral reflectance recovery,UNRESOLVED_NO_VALIDATED_SOURCE,9,CROSSREF_LICENSE_2,LICENSE_RECORD,https://opg.optica.org/policies/opg-tdm-policy.json,opg.optica.org,,,,,
3,5,11,doi:10.1111/jdv.17076,10.1111/jdv.17076,"Hyperspectral measurement of skin reflectance detects differences in the visible and near‐infrared regions according to race, gender and body site",ABSTRACT_OR_PREVIEW_ONLY,1,EUROPE_PMC_RESULT_1,EUROPE_PMC_XML,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8078188/fullTextXML,www.ebi.ac.uk,,,,,
3,5,11,doi:10.1111/jdv.17076,10.1111/jdv.17076,"Hyperspectral measurement of skin reflectance detects differences in the visible and near‐infrared regions according to race, gender and body site",ABSTRACT_OR_PREVIEW_ONLY,2,EUROPE_PMC_RESULT_1,NCBI_EFETCH_XML,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=PMC8078188&retmode=xml,eutils.ncbi.nlm.nih.gov,,,,,
3,5,11,doi:10.1111/jdv.17076,10.1111/jdv.17076,"Hyperspectral measurement of skin reflectance detects differences in the visible and near‐infrared regions according to race, gender and body site",ABSTRACT_OR_PREVIEW_ONLY,3,CROSSREF_LINK_2,CONTENT_LINK,https://onlinelibrary.wiley.com/doi/full-xml/10.1111/jdv.17076,onlinelibrary.wiley.com,application/xml,vor,,,
3,5,11,doi:10.1111/jdv.17076,10.1111/jdv.17076,"Hyperspectral measurement of skin reflectance detects differences in the visible and near‐infrared regions according to race, gender and body site",ABSTRACT_OR_PREVIEW_ONLY,4,CROSSREF_LINK_1,CONTENT_LINK,https://onlinelibrary.wiley.com/doi/pdf/10.1111/jdv.17076,onlinelibrary.wiley.com,application/pdf,vor,,,
3,5,11,doi:10.1111/jdv.17076,10.1111/jdv.17076,"Hyperspectral measurement of skin reflectance detects differences in the visible and near‐infrared regions according to race, gender and body site",ABSTRACT_OR_PREVIEW_ONLY,5,OPENALEX,BEST_OA_LANDING,https://www.ncbi.nlm.nih.gov/pmc/articles/8078188,www.ncbi.nlm.nih.gov,,submittedVersion,,True,
3,5,11,doi:10.1111/jdv.17076,10.1111/jdv.17076,"Hyperspectral measurement of skin reflectance detects differences in the visible and near‐infrared regions according to race, gender and body site",ABSTRACT_OR_PREVIEW_ONLY,6,OPENALEX_LOCATION_1,LOCATION_LANDING,https://doi.org/10.1111/jdv.17076,doi.org,,publishedVersion,,False,Journal of the European Academy of Dermatology and Venereology
3,5,11,doi:10.1111/jdv.17076,10.1111/jdv.17076,"Hyperspectral measurement of skin reflectance detects differences in the visible and near‐infrared regions according to race, gender and body site",ABSTRACT_OR_PREVIEW_ONLY,7,OPENALEX_LOCATION_2,LOCATION_LANDING,https://pubmed.ncbi.nlm.nih.gov/33290609,pubmed.ncbi.nlm.nih.gov,,publishedVersion,,False,PubMed
3,5,11,doi:10.1111/jdv.17076,10.1111/jdv.17076,"Hyperspectral measurement of skin reflectance detects differences in the visible and near‐infrared regions according to race, gender and body site",ABSTRACT_OR_PREVIEW_ONLY,8,OPENALEX_LOCATION_3,LOCATION_LANDING,https://www.ncbi.nlm.nih.gov/pmc/articles/8078188,www.ncbi.nlm.nih.gov,,submittedVersion,,True,PubMed Central
3,5,11,doi:10.1111/jdv.17076,10.1111/jdv.17076,"Hyperspectral measurement of skin reflectance detects differences in the visible and near‐infrared regions according to race, gender and body site",ABSTRACT_OR_PREVIEW_ONLY,9,EUROPE_PMC_RESULT_1,PMC_ARTICLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC8078188/,pmc.ncbi.nlm.nih.gov,,,,,
3,5,11,doi:10.1111/jdv.17076,10.1111/jdv.17076,"Hyperspectral measurement of skin reflectance detects differences in the visible and near‐infrared regions according to race, gender and body site",ABSTRACT_OR_PREVIEW_ONLY,10,CROSSREF,PUBLISHER_LANDING,https://doi.org/10.1111/jdv.17076,doi.org,,,,,
3,5,11,doi:10.1111/jdv.17076,10.1111/jdv.17076,"Hyperspectral measurement of skin reflectance detects differences in the visible and near‐infrared regions according to race, gender and body site",ABSTRACT_OR_PREVIEW_ONLY,11,CANONICAL_QUEUE,SELECTED_SOURCE_URL,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8078188/fullTextXML,www.ebi.ac.uk,,,,,
3,5,11,doi:10.1111/jdv.17076,10.1111/jdv.17076,"Hyperspectral measurement of skin reflectance detects differences in the visible and near‐infrared regions according to race, gender and body site",ABSTRACT_OR_PREVIEW_ONLY,12,CANONICAL_QUEUE,EXISTING_LOCAL_SOURCE,analysis/prior_art/ingestion/scientific_sources/paper-011/source.html,,,,,,
3,5,11,doi:10.1111/jdv.17076,10.1111/jdv.17076,"Hyperspectral measurement of skin reflectance detects differences in the visible and near‐infrared regions according to race, gender and body site",ABSTRACT_OR_PREVIEW_ONLY,13,CROSSREF_LICENSE_1,LICENSE_RECORD,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,,,,,
4,7,13,doi:10.1093/ced/llaf126,10.1093/ced/llaf126,Representations of skin tone and sex in dermatology by generative artificial intelligence: a comparative study,ABSTRACT_OR_PREVIEW_ONLY,1,CROSSREF_LINK_1,CONTENT_LINK,https://academic.oup.com/ced/advance-article-pdf/doi/10.1093/ced/llaf126/62402753/llaf126.pdf,academic.oup.com,application/pdf,am,,,
4,7,13,doi:10.1093/ced/llaf126,10.1093/ced/llaf126,Representations of skin tone and sex in dermatology by generative artificial intelligence: a comparative study,ABSTRACT_OR_PREVIEW_ONLY,2,CROSSREF_LINK_2,CONTENT_LINK,https://academic.oup.com/ced/article-pdf/50/8/1620/62402753/llaf126.pdf,academic.oup.com,application/pdf,vor,,,
4,7,13,doi:10.1093/ced/llaf126,10.1093/ced/llaf126,Representations of skin tone and sex in dermatology by generative artificial intelligence: a comparative study,ABSTRACT_OR_PREVIEW_ONLY,3,OPENALEX_LOCATION_1,LOCATION_LANDING,https://doi.org/10.1093/ced/llaf126,doi.org,,publishedVersion,,False,Clinical and Experimental Dermatology
4,7,13,doi:10.1093/ced/llaf126,10.1093/ced/llaf126,Representations of skin tone and sex in dermatology by generative artificial intelligence: a comparative study,ABSTRACT_OR_PREVIEW_ONLY,4,OPENALEX_LOCATION_2,LOCATION_LANDING,https://pubmed.ncbi.nlm.nih.gov/40080693,pubmed.ncbi.nlm.nih.gov,,publishedVersion,,False,PubMed
4,7,13,doi:10.1093/ced/llaf126,10.1093/ced/llaf126,Representations of skin tone and sex in dermatology by generative artificial intelligence: a comparative study,ABSTRACT_OR_PREVIEW_ONLY,5,CROSSREF,PUBLISHER_LANDING,https://doi.org/10.1093/ced/llaf126,doi.org,,,,,
4,7,13,doi:10.1093/ced/llaf126,10.1093/ced/llaf126,Representations of skin tone and sex in dermatology by generative artificial intelligence: a comparative study,ABSTRACT_OR_PREVIEW_ONLY,6,CANONICAL_QUEUE,SELECTED_SOURCE_URL,https://academic.oup.com/ced/advance-article-pdf/doi/10.1093/ced/llaf126/62402753/llaf126.pdf,academic.oup.com,,,,,
4,7,13,doi:10.1093/ced/llaf126,10.1093/ced/llaf126,Representations of skin tone and sex in dermatology by generative artificial intelligence: a comparative study,ABSTRACT_OR_PREVIEW_ONLY,7,CANONICAL_QUEUE,EXISTING_LOCAL_SOURCE,analysis/prior_art/ingestion/scientific_sources/paper-013/source.html,,,,,,
4,7,13,doi:10.1093/ced/llaf126,10.1093/ced/llaf126,Representations of skin tone and sex in dermatology by generative artificial intelligence: a comparative study,ABSTRACT_OR_PREVIEW_ONLY,8,CROSSREF_LICENSE_1,LICENSE_RECORD,https://academic.oup.com/pages/standard-publication-reuse-rights,academic.oup.com,,,,,
5,8,3,doi:10.1002/jbio.202400118,10.1002/jbio.202400118,Noninvasive Detection of the Skin Structure and Inversed Retrieval of Chromophore Information Based on Diffuse Reflectance Spectroscopy,ABSTRACT_OR_PREVIEW_ONLY,1,OPENALEX,BEST_OA_PDF,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jbio.202400118,onlinelibrary.wiley.com,,publishedVersion,,True,
5,8,3,doi:10.1002/jbio.202400118,10.1002/jbio.202400118,Noninvasive Detection of the Skin Structure and Inversed Retrieval of Chromophore Information Based on Diffuse Reflectance Spectroscopy,ABSTRACT_OR_PREVIEW_ONLY,2,OPENALEX_LOCATION_1,LOCATION_PDF,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jbio.202400118,onlinelibrary.wiley.com,,publishedVersion,,True,
5,8,3,doi:10.1002/jbio.202400118,10.1002/jbio.202400118,Noninvasive Detection of the Skin Structure and Inversed Retrieval of Chromophore Information Based on Diffuse Reflectance Spectroscopy,ABSTRACT_OR_PREVIEW_ONLY,3,CROSSREF_LINK_1,CONTENT_LINK,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jbio.202400118,onlinelibrary.wiley.com,unspecified,vor,,,
5,8,3,doi:10.1002/jbio.202400118,10.1002/jbio.202400118,Noninvasive Detection of the Skin Structure and Inversed Retrieval of Chromophore Information Based on Diffuse Reflectance Spectroscopy,ABSTRACT_OR_PREVIEW_ONLY,4,OPENALEX,BEST_OA_LANDING,https://doi.org/10.1002/jbio.202400118,doi.org,,publishedVersion,,True,
5,8,3,doi:10.1002/jbio.202400118,10.1002/jbio.202400118,Noninvasive Detection of the Skin Structure and Inversed Retrieval of Chromophore Information Based on Diffuse Reflectance Spectroscopy,ABSTRACT_OR_PREVIEW_ONLY,5,OPENALEX_LOCATION_1,LOCATION_LANDING,https://doi.org/10.1002/jbio.202400118,doi.org,,publishedVersion,,True,Journal of Biophotonics
5,8,3,doi:10.1002/jbio.202400118,10.1002/jbio.202400118,Noninvasive Detection of the Skin Structure and Inversed Retrieval of Chromophore Information Based on Diffuse Reflectance Spectroscopy,ABSTRACT_OR_PREVIEW_ONLY,6,OPENALEX_LOCATION_2,LOCATION_LANDING,https://pubmed.ncbi.nlm.nih.gov/39315641,pubmed.ncbi.nlm.nih.gov,,publishedVersion,,False,PubMed
5,8,3,doi:10.1002/jbio.202400118,10.1002/jbio.202400118,Noninvasive Detection of the Skin Structure and Inversed Retrieval of Chromophore Information Based on Diffuse Reflectance Spectroscopy,ABSTRACT_OR_PREVIEW_ONLY,7,CROSSREF,PUBLISHER_LANDING,https://doi.org/10.1002/jbio.202400118,doi.org,,,,,
5,8,3,doi:10.1002/jbio.202400118,10.1002/jbio.202400118,Noninvasive Detection of the Skin Structure and Inversed Retrieval of Chromophore Information Based on Diffuse Reflectance Spectroscopy,ABSTRACT_OR_PREVIEW_ONLY,8,CANONICAL_QUEUE,SELECTED_SOURCE_URL,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jbio.202400118,onlinelibrary.wiley.com,,,,,
5,8,3,doi:10.1002/jbio.202400118,10.1002/jbio.202400118,Noninvasive Detection of the Skin Structure and Inversed Retrieval of Chromophore Information Based on Diffuse Reflectance Spectroscopy,ABSTRACT_OR_PREVIEW_ONLY,9,CANONICAL_QUEUE,EXISTING_LOCAL_SOURCE,analysis/prior_art/ingestion/scientific_sources/paper-003/source.html,,,,,,
5,8,3,doi:10.1002/jbio.202400118,10.1002/jbio.202400118,Noninvasive Detection of the Skin Structure and Inversed Retrieval of Chromophore Information Based on Diffuse Reflectance Spectroscopy,ABSTRACT_OR_PREVIEW_ONLY,10,CROSSREF_LICENSE_1,LICENSE_RECORD,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,,,,,
6,9,14,doi:10.1117/12.3098393,10.1117/12.3098393,Optimal wavelength selection for laparoscopic multispectral imaging to visualize tissue oxygenation,UNRESOLVED_NO_VALIDATED_SOURCE,1,OPENALEX,BEST_OA_LANDING,https://discovery.dundee.ac.uk/en/publications/6d6b449c-b265-456f-bf94-e124da85b69a,discovery.dundee.ac.uk,,submittedVersion,other-oa,True,
6,9,14,doi:10.1117/12.3098393,10.1117/12.3098393,Optimal wavelength selection for laparoscopic multispectral imaging to visualize tissue oxygenation,UNRESOLVED_NO_VALIDATED_SOURCE,2,OPENALEX_LOCATION_2,LOCATION_LANDING,https://discovery.dundee.ac.uk/en/publications/6d6b449c-b265-456f-bf94-e124da85b69a,discovery.dundee.ac.uk,,submittedVersion,other-oa,True,Discovery Research Portal (University of Dundee)
6,9,14,doi:10.1117/12.3098393,10.1117/12.3098393,Optimal wavelength selection for laparoscopic multispectral imaging to visualize tissue oxygenation,UNRESOLVED_NO_VALIDATED_SOURCE,3,OPENALEX_LOCATION_1,LOCATION_LANDING,https://doi.org/10.1117/12.3098393,doi.org,,publishedVersion,,False,
6,9,14,doi:10.1117/12.3098393,10.1117/12.3098393,Optimal wavelength selection for laparoscopic multispectral imaging to visualize tissue oxygenation,UNRESOLVED_NO_VALIDATED_SOURCE,4,CROSSREF,PUBLISHER_LANDING,https://doi.org/10.1117/12.3098393,doi.org,,,,,
6,9,14,doi:10.1117/12.3098393,10.1117/12.3098393,Optimal wavelength selection for laparoscopic multispectral imaging to visualize tissue oxygenation,UNRESOLVED_NO_VALIDATED_SOURCE,5,CANONICAL_QUEUE,SELECTED_SOURCE_URL,https://discovery.dundee.ac.uk/en/publications/6d6b449c-b265-456f-bf94-e124da85b69a,discovery.dundee.ac.uk,,,,,
7,10,15,doi:10.2352/issn.2470-1173.2016.13.iqsp-219,10.2352/issn.2470-1173.2016.13.iqsp-219,Effect of Capture Illumination on Preferred White Point for Camera Automatic White Balance,UNRESOLVED_NO_VALIDATED_SOURCE,1,CROSSREF_LINK_1,CONTENT_LINK,https://library.imaging.org/ei/articles/28/13/art00023,library.imaging.org,unspecified,vor,,,
7,10,15,doi:10.2352/issn.2470-1173.2016.13.iqsp-219,10.2352/issn.2470-1173.2016.13.iqsp-219,Effect of Capture Illumination on Preferred White Point for Camera Automatic White Balance,UNRESOLVED_NO_VALIDATED_SOURCE,2,OPENALEX_LOCATION_1,LOCATION_LANDING,https://doi.org/10.2352/issn.2470-1173.2016.13.iqsp-219,doi.org,,publishedVersion,,False,Electronic Imaging
7,10,15,doi:10.2352/issn.2470-1173.2016.13.iqsp-219,10.2352/issn.2470-1173.2016.13.iqsp-219,Effect of Capture Illumination on Preferred White Point for Camera Automatic White Balance,UNRESOLVED_NO_VALIDATED_SOURCE,3,CROSSREF,PUBLISHER_LANDING,https://doi.org/10.2352/issn.2470-1173.2016.13.iqsp-219,doi.org,,,,,
7,10,15,doi:10.2352/issn.2470-1173.2016.13.iqsp-219,10.2352/issn.2470-1173.2016.13.iqsp-219,Effect of Capture Illumination on Preferred White Point for Camera Automatic White Balance,UNRESOLVED_NO_VALIDATED_SOURCE,4,CANONICAL_QUEUE,SELECTED_SOURCE_URL,https://doi.org/10.2352/issn.2470-1173.2016.13.iqsp-219,doi.org,,,,,
8,12,17,doi:10.3390/app15158321,10.3390/app15158321,Evaluating Skin Tone Fairness in Convolutional Neural Networks for the Classification of Diabetic Foot Ulcers,UNRESOLVED_NO_VALIDATED_SOURCE,1,OPENALEX,BEST_OA_PDF,https://www.mdpi.com/2076-3417/15/15/8321/pdf?version=1753516481,www.mdpi.com,,publishedVersion,cc-by,True,
8,12,17,doi:10.3390/app15158321,10.3390/app15158321,Evaluating Skin Tone Fairness in Convolutional Neural Networks for the Classification of Diabetic Foot Ulcers,UNRESOLVED_NO_VALIDATED_SOURCE,2,OPENALEX_LOCATION_1,LOCATION_PDF,https://www.mdpi.com/2076-3417/15/15/8321/pdf?version=1753516481,www.mdpi.com,,publishedVersion,cc-by,True,
8,12,17,doi:10.3390/app15158321,10.3390/app15158321,Evaluating Skin Tone Fairness in Convolutional Neural Networks for the Classification of Diabetic Foot Ulcers,UNRESOLVED_NO_VALIDATED_SOURCE,3,CROSSREF_LINK_1,CONTENT_LINK,https://www.mdpi.com/2076-3417/15/15/8321/pdf,www.mdpi.com,unspecified,vor,,,
8,12,17,doi:10.3390/app15158321,10.3390/app15158321,Evaluating Skin Tone Fairness in Convolutional Neural Networks for the Classification of Diabetic Foot Ulcers,UNRESOLVED_NO_VALIDATED_SOURCE,4,OPENALEX,BEST_OA_LANDING,https://doi.org/10.3390/app15158321,doi.org,,publishedVersion,cc-by,True,
8,12,17,doi:10.3390/app15158321,10.3390/app15158321,Evaluating Skin Tone Fairness in Convolutional Neural Networks for the Classification of Diabetic Foot Ulcers,UNRESOLVED_NO_VALIDATED_SOURCE,5,OPENALEX_LOCATION_2,LOCATION_LANDING,https://doaj.org/article/3e9db4ce8c9e47f7800dc8a71cdbacf0,doaj.org,,submittedVersion,cc-by-sa,True,DOAJ (DOAJ: Directory of Open Access Journals)
8,12,17,doi:10.3390/app15158321,10.3390/app15158321,Evaluating Skin Tone Fairness in Convolutional Neural Networks for the Classification of Diabetic Foot Ulcers,UNRESOLVED_NO_VALIDATED_SOURCE,6,OPENALEX_LOCATION_1,LOCATION_LANDING,https://doi.org/10.3390/app15158321,doi.org,,publishedVersion,cc-by,True,Applied Sciences
8,12,17,doi:10.3390/app15158321,10.3390/app15158321,Evaluating Skin Tone Fairness in Convolutional Neural Networks for the Classification of Diabetic Foot Ulcers,UNRESOLVED_NO_VALIDATED_SOURCE,7,CROSSREF,PUBLISHER_LANDING,https://doi.org/10.3390/app15158321,doi.org,,,,,
8,12,17,doi:10.3390/app15158321,10.3390/app15158321,Evaluating Skin Tone Fairness in Convolutional Neural Networks for the Classification of Diabetic Foot Ulcers,UNRESOLVED_NO_VALIDATED_SOURCE,8,CANONICAL_QUEUE,SELECTED_SOURCE_URL,https://www.mdpi.com/2076-3417/15/15/8321/pdf?version=1753516481,www.mdpi.com,,,,,
8,12,17,doi:10.3390/app15158321,10.3390/app15158321,Evaluating Skin Tone Fairness in Convolutional Neural Networks for the Classification of Diabetic Foot Ulcers,UNRESOLVED_NO_VALIDATED_SOURCE,9,CROSSREF_LICENSE_1,LICENSE_RECORD,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,,,,,
9,13,4,doi:10.1007/s10043-015-0177-3,10.1007/s10043-015-0177-3,Evaluation of light scattering properties and chromophore concentrations in skin tissue based on diffuse reflectance signals at isosbestic wavelengths of hemoglobin,ABSTRACT_OR_PREVIEW_ONLY,1,CROSSREF_LINK_2,CONTENT_LINK,http://link.springer.com/article/10.1007/s10043-015-0177-3/fulltext.html,link.springer.com,text/html,vor,,,
9,13,4,doi:10.1007/s10043-015-0177-3,10.1007/s10043-015-0177-3,Evaluation of light scattering properties and chromophore concentrations in skin tissue based on diffuse reflectance signals at isosbestic wavelengths of hemoglobin,ABSTRACT_OR_PREVIEW_ONLY,2,CROSSREF_LINK_3,CONTENT_LINK,http://link.springer.com/content/pdf/10.1007/s10043-015-0177-3,link.springer.com,unspecified,vor,,,
9,13,4,doi:10.1007/s10043-015-0177-3,10.1007/s10043-015-0177-3,Evaluation of light scattering properties and chromophore concentrations in skin tissue based on diffuse reflectance signals at isosbestic wavelengths of hemoglobin,ABSTRACT_OR_PREVIEW_ONLY,3,CROSSREF_LINK_1,CONTENT_LINK,http://link.springer.com/content/pdf/10.1007/s10043-015-0177-3.pdf,link.springer.com,application/pdf,vor,,,
9,13,4,doi:10.1007/s10043-015-0177-3,10.1007/s10043-015-0177-3,Evaluation of light scattering properties and chromophore concentrations in skin tissue based on diffuse reflectance signals at isosbestic wavelengths of hemoglobin,ABSTRACT_OR_PREVIEW_ONLY,4,OPENALEX_LOCATION_1,LOCATION_LANDING,https://doi.org/10.1007/s10043-015-0177-3,doi.org,,publishedVersion,,False,Optical Review
9,13,4,doi:10.1007/s10043-015-0177-3,10.1007/s10043-015-0177-3,Evaluation of light scattering properties and chromophore concentrations in skin tissue based on diffuse reflectance signals at isosbestic wavelengths of hemoglobin,ABSTRACT_OR_PREVIEW_ONLY,5,CROSSREF,PUBLISHER_LANDING,https://doi.org/10.1007/s10043-015-0177-3,doi.org,,,,,
